model,category,prompt_id,version,duration,time_seconds
ltx_2_19b_distilled,architecture,4,long,15s,124.57
ltx_2_19b_distilled,architecture,5,short,5s,46.5
ltx_2_19b_distilled,architecture,5,short,10s,81.23
ltx_2_19b_distilled,architecture,5,short,15s,124.84
ltx_2_19b_distilled,architecture,5,medium,5s,46.5
ltx_2_19b_distilled,architecture,5,medium,10s,80.95
ltx_2_19b_distilled,architecture,5,medium,15s,124.85
ltx_2_19b_distilled,architecture,5,long,5s,46.59
ltx_2_19b_distilled,architecture,5,long,10s,80.91
ltx_2_19b_distilled,architecture,5,long,15s,124.91
ltx_2_19b_distilled,food,1,short,5s,46.59
ltx_2_19b_distilled,food,1,short,10s,81.75
ltx_2_19b_distilled,food,1,short,15s,125.47
ltx_2_19b_distilled,food,1,medium,5s,46.67
ltx_2_19b_distilled,food,1,medium,10s,81.41
ltx_2_19b_distilled,food,1,medium,15s,124.78
ltx_2_19b_distilled,food,1,long,5s,46.63
ltx_2_19b_distilled,food,1,long,10s,81.97
ltx_2_19b_distilled,food,1,long,15s,125.09
ltx_2_19b_distilled,food,2,short,5s,46.51
ltx_2_19b_distilled,food,2,short,10s,81.14
ltx_2_19b_distilled,food,2,short,15s,124.63
ltx_2_19b_distilled,food,2,medium,5s,46.55
ltx_2_19b_distilled,food,2,medium,10s,81.01
ltx_2_19b_distilled,food,2,medium,15s,124.59
ltx_2_19b_distilled,food,2,long,5s,46.62
ltx_2_19b_distilled,food,2,long,10s,81.2
ltx_2_19b_distilled,food,2,long,15s,124.41
ltx_2_19b_distilled,food,3,short,5s,46.51
ltx_2_19b_distilled,food,3,short,10s,81.28
ltx_2_19b_distilled,food,3,short,15s,124.88
ltx_2_19b_distilled,food,3,medium,5s,46.57
ltx_2_19b_distilled,food,3,medium,10s,81.17
ltx_2_19b_distilled,food,3,medium,15s,124.46
ltx_2_19b_distilled,food,3,long,5s,46.71
ltx_2_19b_distilled,food,3,long,10s,81.1
ltx_2_19b_distilled,food,3,long,15s,124.84
ltx_2_19b_distilled,food,4,short,5s,46.83
ltx_2_19b_distilled,food,4,short,10s,81.86
ltx_2_19b_distilled,food,4,short,15s,125.45
ltx_2_19b_distilled,food,4,medium,5s,46.87
ltx_2_19b_distilled,food,4,medium,10s,81.61
ltx_2_19b_distilled,food,4,medium,15s,124.72
ltx_2_19b_distilled,food,4,long,5s,46.62
ltx_2_19b_distilled,food,4,long,10s,81.02
ltx_2_19b_distilled,food,4,long,15s,124.86
ltx_2_19b_distilled,food,5,short,5s,46.33
ltx_2_19b_distilled,food,5,short,10s,80.8
ltx_2_19b_distilled,food,5,short,15s,124.31
ltx_2_19b_distilled,food,5,medium,5s,46.33
ltx_2_19b_distilled,food,5,medium,10s,80.9
ltx_2_19b_distilled,food,5,medium,15s,124.71
ltx_2_19b_distilled,food,5,long,5s,46.48
ltx_2_19b_distilled,food,5,long,10s,81.5
ltx_2_19b_distilled,food,5,long,15s,125.23
ltx_2_19b_distilled,human,1,short,5s,46.66
ltx_2_19b_distilled,human,1,short,10s,81.36
ltx_2_19b_distilled,human,1,short,15s,125.17
ltx_2_19b_distilled,human,1,medium,5s,46.8
ltx_2_19b_distilled,human,1,medium,10s,81.11
ltx_2_19b_distilled,human,1,medium,15s,124.7
ltx_2_19b_distilled,human,1,long,5s,46.49
ltx_2_19b_distilled,human,1,long,10s,81.36
ltx_2_19b_distilled,human,1,long,15s,125.48
ltx_2_19b_distilled,human,2,short,5s,46.48
ltx_2_19b_distilled,human,2,short,10s,80.99
ltx_2_19b_distilled,human,2,short,15s,124.43
ltx_2_19b_distilled,human,2,medium,5s,46.42
ltx_2_19b_distilled,human,2,medium,10s,80.52
ltx_2_19b_distilled,human,2,medium,15s,124.24
ltx_2_19b_distilled,human,2,long,5s,46.2
ltx_2_19b_distilled,human,2,long,10s,80.65
ltx_2_19b_distilled,human,2,long,15s,124.27
ltx_2_19b_distilled,human,3,short,5s,46.53
ltx_2_19b_distilled,human,3,short,10s,81.14
ltx_2_19b_distilled,human,3,short,15s,125.27
ltx_2_19b_distilled,human,3,medium,5s,46.7
ltx_2_19b_distilled,human,3,medium,10s,81.42
ltx_2_19b_distilled,human,3,medium,15s,125.21
ltx_2_19b_distilled,human,3,long,5s,46.57
ltx_2_19b_distilled,human,3,long,10s,81.09
ltx_2_19b_distilled,human,3,long,15s,124.69
ltx_2_19b_distilled,human,4,short,5s,46.37
ltx_2_19b_distilled,human,4,short,10s,80.82
ltx_2_19b_distilled,human,4,short,15s,124.54
ltx_2_19b_distilled,human,4,medium,5s,46.51
ltx_2_19b_distilled,human,4,medium,10s,81.26
ltx_2_19b_distilled,human,4,medium,15s,124.74
ltx_2_19b_distilled,human,4,long,5s,46.85
ltx_2_19b_distilled,human,4,long,10s,81.42
ltx_2_19b_distilled,human,4,long,15s,124.92
ltx_2_19b_distilled,human,5,short,5s,46.43
ltx_2_19b_distilled,human,5,short,10s,80.61
ltx_2_19b_distilled,human,5,short,15s,124.12
ltx_2_19b_distilled,human,5,medium,5s,46.49
ltx_2_19b_distilled,human,5,medium,10s,81.39
ltx_2_19b_distilled,human,5,medium,15s,124.22
ltx_2_19b_distilled,human,5,long,5s,46.56
ltx_2_19b_distilled,human,5,long,10s,80.73
ltx_2_19b_distilled,human,5,long,15s,124.82
ltx_2_19b_distilled,lifestyle,1,short,5s,46.4
ltx_2_19b_distilled,lifestyle,1,short,10s,80.98
ltx_2_19b_distilled,lifestyle,1,short,15s,124.64
ltx_2_19b_distilled,lifestyle,1,medium,5s,46.66
ltx_2_19b_distilled,lifestyle,1,medium,10s,81.33
ltx_2_19b_distilled,lifestyle,1,medium,15s,125.08
ltx_2_19b_distilled,lifestyle,1,long,5s,46.27
ltx_2_19b_distilled,lifestyle,1,long,10s,80.89
ltx_2_19b_distilled,lifestyle,1,long,15s,125.16
ltx_2_19b_distilled,lifestyle,2,short,5s,46.26
ltx_2_19b_distilled,lifestyle,2,short,10s,80.7
ltx_2_19b_distilled,lifestyle,2,short,15s,125.44
ltx_2_19b_distilled,lifestyle,2,medium,5s,46.59
ltx_2_19b_distilled,lifestyle,2,medium,10s,81.61
ltx_2_19b_distilled,lifestyle,2,medium,15s,125.2
ltx_2_19b_distilled,lifestyle,2,long,5s,46.95
ltx_2_19b_distilled,lifestyle,2,long,10s,81.65
ltx_2_19b_distilled,lifestyle,2,long,15s,125.41
ltx_2_19b_distilled,lifestyle,3,short,5s,46.81
ltx_2_19b_distilled,lifestyle,3,short,10s,81.26
ltx_2_19b_distilled,lifestyle,3,short,15s,124.97
ltx_2_19b_distilled,lifestyle,3,medium,5s,46.8
ltx_2_19b_distilled,lifestyle,3,medium,10s,81.04
ltx_2_19b_distilled,lifestyle,3,medium,15s,124.57
ltx_2_19b_distilled,lifestyle,3,long,5s,46.55
ltx_2_19b_distilled,lifestyle,3,long,10s,81.29
ltx_2_19b_distilled,lifestyle,3,long,15s,125.36
ltx_2_19b_distilled,lifestyle,4,short,5s,46.85
ltx_2_19b_distilled,lifestyle,4,short,10s,81.57
ltx_2_19b_distilled,lifestyle,4,short,15s,124.97
ltx_2_19b_distilled,lifestyle,4,medium,5s,46.65
ltx_2_19b_distilled,lifestyle,4,medium,10s,81.53
ltx_2_19b_distilled,lifestyle,4,medium,15s,125.14
ltx_2_19b_distilled,lifestyle,4,long,5s,46.43
ltx_2_19b_distilled,lifestyle,4,long,10s,81.32
ltx_2_19b_distilled,lifestyle,4,long,15s,125.82
ltx_2_19b_distilled,lifestyle,5,short,5s,46.98
ltx_2_19b_distilled,lifestyle,5,short,10s,81.26
ltx_2_19b_distilled,lifestyle,5,short,15s,125.24
ltx_2_19b_distilled,lifestyle,5,medium,5s,46.52
ltx_2_19b_distilled,lifestyle,5,medium,10s,81.44
ltx_2_19b_distilled,lifestyle,5,medium,15s,125.07
ltx_2_19b_distilled,lifestyle,5,long,5s,46.76
ltx_2_19b_distilled,lifestyle,5,long,10s,81.55
ltx_2_19b_distilled,lifestyle,5,long,15s,125.34
ltx_2_19b_distilled,plant,1,short,5s,46.55
ltx_2_19b_distilled,plant,1,short,10s,80.87
ltx_2_19b_distilled,plant,1,short,15s,125.32
ltx_2_19b_distilled,plant,1,medium,5s,46.97
ltx_2_19b_distilled,plant,1,medium,10s,80.84
ltx_2_19b_distilled,plant,1,medium,15s,124.52
ltx_2_19b_distilled,plant,1,long,5s,46.65
ltx_2_19b_distilled,plant,1,long,10s,80.99
ltx_2_19b_distilled,plant,1,long,15s,124.76
ltx_2_19b_distilled,plant,2,short,5s,46.43
ltx_2_19b_distilled,plant,2,short,10s,80.87
ltx_2_19b_distilled,plant,2,short,15s,125.09
ltx_2_19b_distilled,plant,2,medium,5s,46.51
ltx_2_19b_distilled,plant,2,medium,10s,81.24
ltx_2_19b_distilled,plant,2,medium,15s,125.44
ltx_2_19b_distilled,plant,2,long,5s,46.58
ltx_2_19b_distilled,plant,2,long,10s,81.15
ltx_2_19b_distilled,plant,2,long,15s,124.94
ltx_2_19b_distilled,plant,3,short,5s,46.57
ltx_2_19b_distilled,plant,3,short,10s,81.09
ltx_2_19b_distilled,plant,3,short,15s,124.89
ltx_2_19b_distilled,plant,3,medium,5s,46.65
ltx_2_19b_distilled,plant,3,medium,10s,81.07
ltx_2_19b_distilled,plant,3,medium,15s,124.51
ltx_2_19b_distilled,plant,3,long,5s,46.56
ltx_2_19b_distilled,plant,3,long,10s,81.32
ltx_2_19b_distilled,plant,3,long,15s,124.49
ltx_2_19b_distilled,plant,4,short,5s,46.66
ltx_2_19b_distilled,plant,4,short,10s,81.12
ltx_2_19b_distilled,plant,4,short,15s,124.63
ltx_2_19b_distilled,plant,4,medium,5s,46.84
ltx_2_19b_distilled,plant,4,medium,10s,81.01
ltx_2_19b_distilled,plant,4,medium,15s,124.9
ltx_2_19b_distilled,plant,4,long,5s,46.61
ltx_2_19b_distilled,plant,4,long,10s,80.94
ltx_2_19b_distilled,plant,4,long,15s,124.75
ltx_2_19b_distilled,plant,5,short,5s,46.46
ltx_2_19b_distilled,plant,5,short,10s,81.46
ltx_2_19b_distilled,plant,5,short,15s,125.52
ltx_2_19b_distilled,plant,5,medium,5s,46.5
ltx_2_19b_distilled,plant,5,medium,10s,81.26
ltx_2_19b_distilled,plant,5,medium,15s,125.13
ltx_2_19b_distilled,plant,5,long,5s,46.58
ltx_2_19b_distilled,plant,5,long,10s,81.25
ltx_2_19b_distilled,plant,5,long,15s,125.29
ltx_2_19b_distilled,scenery,1,short,5s,46.95
ltx_2_19b_distilled,scenery,1,short,10s,81.81
ltx_2_19b_distilled,scenery,1,short,15s,126.25
ltx_2_19b_distilled,scenery,1,medium,5s,47.24
ltx_2_19b_distilled,scenery,1,medium,10s,81.88
ltx_2_19b_distilled,scenery,1,medium,15s,125.93
ltx_2_19b_distilled,scenery,1,long,5s,46.84
ltx_2_19b_distilled,scenery,1,long,10s,82.17
ltx_2_19b_distilled,scenery,1,long,15s,126.8
ltx_2_19b_distilled,scenery,2,short,5s,46.89
ltx_2_19b_distilled,scenery,2,short,10s,81.67
ltx_2_19b_distilled,scenery,2,short,15s,126.05
ltx_2_19b_distilled,scenery,2,medium,5s,47.11
ltx_2_19b_distilled,scenery,2,medium,10s,81.98
ltx_2_19b_distilled,scenery,2,medium,15s,125.6
ltx_2_19b_distilled,scenery,2,long,5s,47.04
ltx_2_19b_distilled,scenery,2,long,10s,81.67
ltx_2_19b_distilled,scenery,2,long,15s,125.18
ltx_2_19b_distilled,scenery,3,short,5s,46.36
ltx_2_19b_distilled,scenery,3,short,10s,80.91
ltx_2_19b_distilled,scenery,3,short,15s,124.7
ltx_2_19b_distilled,scenery,3,medium,5s,46.54
ltx_2_19b_distilled,scenery,3,medium,10s,81.47
ltx_2_19b_distilled,scenery,3,medium,15s,124.86
ltx_2_19b_distilled,scenery,3,long,5s,47.13
ltx_2_19b_distilled,scenery,3,long,10s,81.26
ltx_2_19b_distilled,scenery,3,long,15s,125.03
ltx_2_19b_distilled,scenery,4,short,5s,46.59
ltx_2_19b_distilled,scenery,4,short,10s,81.58
ltx_2_19b_distilled,scenery,4,short,15s,124.82
ltx_2_19b_distilled,scenery,4,medium,5s,46.6
ltx_2_19b_distilled,scenery,4,medium,10s,80.79
ltx_2_19b_distilled,scenery,4,medium,15s,125.41
ltx_2_19b_distilled,scenery,4,long,5s,46.66
ltx_2_19b_distilled,scenery,4,long,10s,81.53
ltx_2_19b_distilled,scenery,4,long,15s,125.35
ltx_2_19b_distilled,scenery,5,short,5s,46.62
ltx_2_19b_distilled,scenery,5,short,10s,81.2
ltx_2_19b_distilled,scenery,5,short,15s,124.84
ltx_2_19b_distilled,scenery,5,medium,5s,46.69
ltx_2_19b_distilled,scenery,5,medium,10s,81.18
ltx_2_19b_distilled,scenery,5,medium,15s,125.08
ltx_2_19b_distilled,scenery,5,long,5s,46.65
ltx_2_19b_distilled,scenery,5,long,10s,80.91
ltx_2_19b_distilled,scenery,5,long,15s,125.02
ltx_2_19b_distilled,vehicle,1,short,5s,46.33
ltx_2_19b_distilled,vehicle,1,short,10s,81.15
ltx_2_19b_distilled,vehicle,1,short,15s,189.77
ltx_2_19b_distilled,vehicle,1,medium,5s,49.76
ltx_2_19b_distilled,vehicle,1,medium,10s,81.38
ltx_2_19b_distilled,vehicle,1,medium,15s,125.38
ltx_2_19b_distilled,vehicle,1,long,5s,46.54
ltx_2_19b_distilled,vehicle,1,long,10s,81.3
ltx_2_19b_distilled,vehicle,1,long,15s,125.26
ltx_2_19b_distilled,vehicle,2,short,5s,46.27
ltx_2_19b_distilled,vehicle,2,short,10s,80.57
ltx_2_19b_distilled,vehicle,2,short,15s,124.54
ltx_2_19b_distilled,vehicle,2,medium,5s,46.31
ltx_2_19b_distilled,vehicle,2,medium,10s,80.55
ltx_2_19b_distilled,vehicle,2,medium,15s,123.91
ltx_2_19b_distilled,vehicle,2,long,5s,33.81
ltx_2_19b_distilled,vehicle,2,long,10s,61.66
ltx_2_19b_distilled,vehicle,2,long,15s,94.42
ltx_2_19b_distilled,vehicle,3,short,5s,40.77
ltx_2_19b_distilled,vehicle,3,short,10s,61.77
ltx_2_19b_distilled,vehicle,3,short,15s,91.2
ltx_2_19b_distilled,vehicle,3,medium,5s,37.73
ltx_2_19b_distilled,vehicle,3,medium,10s,61.45
ltx_2_19b_distilled,vehicle,3,medium,15s,94.18
ltx_2_19b_distilled,vehicle,3,long,5s,35.95
ltx_2_19b_distilled,vehicle,3,long,10s,62.59
ltx_2_19b_distilled,vehicle,3,long,15s,97.39
ltx_2_19b_distilled,vehicle,4,short,5s,40.4
ltx_2_19b_distilled,vehicle,4,short,10s,62.31
ltx_2_19b_distilled,vehicle,4,short,15s,92.96
ltx_2_19b_distilled,vehicle,4,medium,5s,26.65
ltx_2_19b_distilled,vehicle,4,medium,10s,62.62
ltx_2_19b_distilled,vehicle,4,medium,15s,97.73
ltx_2_19b_distilled,vehicle,4,long,5s,35.34
ltx_2_19b_distilled,vehicle,4,long,10s,61.81
ltx_2_19b_distilled,vehicle,4,long,15s,95.92
ltx_2_19b_distilled,vehicle,5,short,5s,23.04
ltx_2_19b_distilled,vehicle,5,short,10s,61.34
ltx_2_19b_distilled,vehicle,5,short,15s,95.82
ltx_2_19b_distilled,vehicle,5,medium,5s,42.18
ltx_2_19b_distilled,vehicle,5,medium,10s,61.51
ltx_2_19b_distilled,vehicle,5,medium,15s,95.56
ltx_2_19b_distilled,vehicle,5,long,5s,37.04
ltx_2_19b_distilled,vehicle,5,long,10s,63.85
ltx_2_19b_distilled,vehicle,5,long,15s,92.09
wan_2_2_14b,animal,1,short,5s,1639.5
wan_2_2_14b,animal,1,short,10s,3104.71
wan_2_2_14b,animal,1,short,15s,4087.66
wan_2_2_14b,animal,1,medium,5s,1031.25
wan_2_2_14b,animal,1,medium,10s,3105.26
wan_2_2_14b,animal,1,long,5s,1027.86
wan_2_2_14b,animal,1,long,10s,3107.46
wan_2_2_14b,animal,2,short,5s,1028.1
wan_2_2_14b,animal,2,short,10s,3101.52
wan_2_2_14b,animal,2,medium,5s,1028.29
wan_2_2_14b,animal,2,medium,10s,3102.81
wan_2_2_14b,animal,2,long,5s,1028.78
wan_2_2_14b,animal,2,long,10s,3104.49
wan_2_2_14b,animal,3,short,5s,1026.81
wan_2_2_14b,animal,3,short,10s,3100.41
wan_2_2_14b,animal,3,medium,5s,1028.11
wan_2_2_5b,animal,1,short,5s,322.84
wan_2_2_5b,animal,1,short,10s,185.15
wan_2_2_5b,animal,1,short,15s,322.28
wan_2_2_5b,animal,1,medium,5s,80.62
wan_2_2_5b,animal,1,medium,10s,185.64
wan_2_2_5b,animal,1,medium,15s,322.67
wan_2_2_5b,animal,1,long,5s,80.31
wan_2_2_5b,animal,1,long,10s,185.73
wan_2_2_5b,animal,1,long,15s,321.41
wan_2_2_5b,animal,2,short,5s,79.83
wan_2_2_5b,animal,2,short,10s,186.43
wan_2_2_5b,animal,2,short,15s,322.35
wan_2_2_5b,animal,2,medium,5s,81.17
wan_2_2_5b,animal,2,medium,10s,185.29
wan_2_2_5b,animal,2,medium,15s,323.02
wan_2_2_5b,animal,2,long,5s,80.05
wan_2_2_5b,animal,2,long,10s,185.89
wan_2_2_5b,animal,2,long,15s,322.09
wan_2_2_5b,animal,3,short,5s,80.39
wan_2_2_5b,animal,3,short,10s,185.48
wan_2_2_5b,animal,3,short,15s,322.6
wan_2_2_5b,animal,3,medium,5s,79.74
wan_2_2_5b,animal,3,medium,10s,184.77
wan_2_2_5b,animal,3,medium,15s,321.27
wan_2_2_5b,animal,3,long,5s,79.53
wan_2_2_5b,animal,3,long,10s,185.96
wan_2_2_5b,animal,3,long,15s,322.19
wan_2_2_5b,animal,4,short,5s,84.85
wan_2_2_5b,animal,4,short,10s,196.57
wan_2_2_5b,animal,4,short,15s,352.12
wan_2_2_5b,animal,4,medium,5s,90.41
wan_2_2_5b,animal,4,medium,10s,195.84
wan_2_2_5b,animal,4,medium,15s,322.69
wan_2_2_5b,animal,4,long,5s,81.33
wan_2_2_5b,animal,4,long,10s,189.99
wan_2_2_5b,animal,4,long,15s,331.05
wan_2_2_5b,animal,5,short,5s,83.33
wan_2_2_5b,animal,5,short,10s,189.97
wan_2_2_5b,animal,5,short,15s,328.33
wan_2_2_5b,animal,5,medium,5s,80.67
wan_2_2_5b,animal,5,medium,10s,188.43
wan_2_2_5b,animal,5,medium,15s,326.27
wan_2_2_5b,animal,5,long,5s,88.19
wan_2_2_5b,animal,5,long,10s,185.75
wan_2_2_5b,animal,5,long,15s,323.14
wan_2_2_5b,architecture,1,short,5s,82.04
wan_2_2_5b,architecture,1,short,10s,186.96
wan_2_2_5b,architecture,1,short,15s,322.43
wan_2_2_5b,architecture,1,medium,5s,79.72
wan_2_2_5b,architecture,1,medium,10s,186.35
wan_2_2_5b,architecture,1,medium,15s,322.94
wan_2_2_5b,architecture,1,long,5s,81.27
wan_2_2_5b,architecture,1,long,10s,185.34
wan_2_2_5b,architecture,1,long,15s,322.72
wan_2_2_5b,architecture,2,short,5s,81.29
wan_2_2_5b,architecture,2,short,10s,188.36
wan_2_2_5b,architecture,2,short,15s,322.2
wan_2_2_5b,architecture,2,medium,5s,80.1
wan_2_2_5b,architecture,2,medium,10s,187.48
wan_2_2_5b,architecture,2,medium,15s,322.98
wan_2_2_5b,architecture,2,long,5s,80.46
wan_2_2_5b,architecture,2,long,10s,185.76
wan_2_2_5b,architecture,2,long,15s,323.6
wan_2_2_5b,architecture,3,short,5s,81.08
wan_2_2_5b,architecture,3,short,10s,186.07
wan_2_2_5b,architecture,3,short,15s,323.07
wan_2_2_5b,architecture,3,medium,5s,80.8
wan_2_2_5b,architecture,3,medium,10s,188.34
wan_2_2_5b,architecture,3,medium,15s,321.54
wan_2_2_5b,architecture,3,long,5s,80.56
wan_2_2_5b,architecture,3,long,10s,186.94
wan_2_2_5b,architecture,3,long,15s,322.62
wan_2_2_5b,architecture,4,short,5s,81.35
wan_2_2_5b,architecture,4,short,10s,186.09
wan_2_2_5b,architecture,4,short,15s,322.94
wan_2_2_5b,architecture,4,medium,5s,80.79
wan_2_2_5b,architecture,4,medium,10s,186.13
wan_2_2_5b,architecture,4,medium,15s,322.95
wan_2_2_5b,architecture,4,long,5s,79.39
wan_2_2_5b,architecture,4,long,10s,185.02
wan_2_2_5b,architecture,4,long,15s,322.07
wan_2_2_5b,architecture,5,short,5s,79.61
wan_2_2_5b,architecture,5,short,10s,185.63
wan_2_2_5b,architecture,5,short,15s,321.1
wan_2_2_5b,architecture,5,medium,5s,79.49
wan_2_2_5b,architecture,5,medium,10s,185.93
wan_2_2_5b,architecture,5,medium,15s,321.14
wan_2_2_5b,architecture,5,long,5s,79.64
wan_2_2_5b,architecture,5,long,10s,185.43
wan_2_2_5b,architecture,5,long,15s,321.56
wan_2_2_5b,food,1,short,5s,79.97
wan_2_2_5b,food,1,short,10s,185.1
wan_2_2_5b,food,1,short,15s,321.17
wan_2_2_5b,food,1,medium,5s,79.64
wan_2_2_5b,food,1,medium,10s,185.03
wan_2_2_5b,food,1,medium,15s,322.82
wan_2_2_5b,food,1,long,5s,79.6
wan_2_2_5b,food,1,long,10s,185.15
wan_2_2_5b,food,1,long,15s,321.04
wan_2_2_5b,food,2,short,5s,79.58
wan_2_2_5b,food,2,short,10s,185.75
wan_2_2_5b,food,2,short,15s,323.39
wan_2_2_5b,food,2,medium,5s,80.26
wan_2_2_5b,food,2,medium,10s,185.75
wan_2_2_5b,food,2,medium,15s,322.21
wan_2_2_5b,food,2,long,5s,81.79
wan_2_2_5b,food,2,long,10s,186.4
wan_2_2_5b,food,2,long,15s,322.41
wan_2_2_5b,food,3,short,5s,82.01
wan_2_2_5b,food,3,short,10s,185.73
wan_2_2_5b,food,3,short,15s,325.25
wan_2_2_5b,food,3,medium,5s,81.02
wan_2_2_5b,food,3,medium,10s,186.82
wan_2_2_5b,food,3,medium,15s,321.68
wan_2_2_5b,food,3,long,5s,79.6
wan_2_2_5b,food,3,long,10s,185.62
wan_2_2_5b,food,3,long,15s,323.07
wan_2_2_5b,food,4,short,5s,79.7
wan_2_2_5b,food,4,short,10s,185.19
wan_2_2_5b,food,4,short,15s,321.61
wan_2_2_5b,food,4,medium,5s,80.76
wan_2_2_5b,food,4,medium,10s,186.1
wan_2_2_5b,food,4,medium,15s,322.24
wan_2_2_5b,food,4,long,5s,80.17
wan_2_2_5b,food,4,long,10s,186.8
wan_2_2_5b,food,4,long,15s,322.24
wan_2_2_5b,food,5,short,5s,80.01
wan_2_2_5b,food,5,short,10s,185.24
wan_2_2_5b,food,5,short,15s,321.41
wan_2_2_5b,food,5,medium,5s,79.6
wan_2_2_5b,food,5,medium,10s,184.97
wan_2_2_5b,food,5,medium,15s,323.84
wan_2_2_5b,food,5,long,5s,79.73
wan_2_2_5b,food,5,long,10s,185.21
wan_2_2_5b,food,5,long,15s,321.84
wan_2_2_5b,human,1,short,5s,128.12
wan_2_2_5b,human,1,short,10s,205.55
wan_2_2_5b,human,1,short,15s,312.45
wan_2_2_5b,human,1,medium,5s,78.19
wan_2_2_5b,human,1,medium,10s,180.3
wan_2_2_5b,human,1,medium,15s,480.81
wan_2_2_5b,human,1,long,5s,100.53
wan_2_2_5b,human,1,long,10s,183.05
wan_2_2_5b,human,1,long,15s,315.61
wan_2_2_5b,human,2,short,5s,78.23
wan_2_2_5b,human,2,short,10s,352.69
wan_2_2_5b,human,2,short,15s,457.85
wan_2_2_5b,human,2,medium,5s,100.71
wan_2_2_5b,human,2,medium,10s,180.38
wan_2_2_5b,human,2,medium,15s,312.07
wan_2_2_5b,human,2,long,5s,78.01
wan_2_2_5b,human,2,long,10s,180.24
wan_2_2_5b,human,2,long,15s,312.32
wan_2_2_5b,human,3,short,5s,78.11
wan_2_2_5b,human,3,short,10s,180.24
wan_2_2_5b,human,3,short,15s,461.82
wan_2_2_5b,human,3,medium,5s,129.4
wan_2_2_5b,human,3,medium,10s,229.43
wan_2_2_5b,human,3,medium,15s,358.65
wan_2_2_5b,human,3,long,5s,78.3
wan_2_2_5b,human,3,long,10s,180.75
wan_2_2_5b,human,3,long,15s,312.74
wan_2_2_5b,human,4,short,5s,78.06
wan_2_2_5b,human,4,short,10s,180.24
wan_2_2_5b,human,4,short,15s,311.9
wan_2_2_5b,human,4,medium,5s,78.32
wan_2_2_5b,human,4,medium,10s,180.44
wan_2_2_5b,human,4,medium,15s,312.61
wan_2_2_5b,human,4,long,5s,78.2
wan_2_2_5b,human,4,long,10s,180.36
wan_2_2_5b,human,4,long,15s,312.55
wan_2_2_5b,human,5,short,5s,78.08
wan_2_2_5b,human,5,short,10s,180.58
wan_2_2_5b,human,5,short,15s,312.01
wan_2_2_5b,human,5,medium,5s,78.2
wan_2_2_5b,human,5,medium,10s,180.31
wan_2_2_5b,human,5,medium,15s,312.23
wan_2_2_5b,human,5,long,5s,78.15
wan_2_2_5b,human,5,long,10s,180.77
wan_2_2_5b,human,5,long,15s,312.08
wan_2_2_5b,lifestyle,1,short,5s,79.54
wan_2_2_5b,lifestyle,1,short,10s,187.66
wan_2_2_5b,lifestyle,1,short,15s,323.81
wan_2_2_5b,lifestyle,1,medium,5s,79.62
wan_2_2_5b,lifestyle,1,medium,10s,185.76
wan_2_2_5b,lifestyle,1,medium,15s,323.84
wan_2_2_5b,lifestyle,1,long,5s,81.39
wan_2_2_5b,lifestyle,1,long,10s,187.52
wan_2_2_5b,lifestyle,1,long,15s,322.36
wan_2_2_5b,lifestyle,2,short,5s,79.83
wan_2_2_5b,lifestyle,2,short,10s,185.28
wan_2_2_5b,lifestyle,2,short,15s,323.21
wan_2_2_5b,lifestyle,2,medium,5s,80.86
wan_2_2_5b,lifestyle,2,medium,10s,186.29
wan_2_2_5b,lifestyle,2,medium,15s,322.45
wan_2_2_5b,lifestyle,2,long,5s,81.35
wan_2_2_5b,lifestyle,2,long,10s,187.47
wan_2_2_5b,lifestyle,2,long,15s,322.86
wan_2_2_5b,lifestyle,3,short,5s,80.3
wan_2_2_5b,lifestyle,3,short,10s,186.31
wan_2_2_5b,lifestyle,3,short,15s,321.99
wan_2_2_5b,lifestyle,3,medium,5s,80.6
wan_2_2_5b,lifestyle,3,medium,10s,416.4
wan_2_2_5b,lifestyle,3,medium,15s,324.63
wan_2_2_5b,lifestyle,3,long,5s,81.79
wan_2_2_5b,lifestyle,3,long,10s,188.13
wan_2_2_5b,lifestyle,3,long,15s,541.63
wan_2_2_5b,lifestyle,4,short,5s,80.25
wan_2_2_5b,lifestyle,4,short,10s,187.31
wan_2_2_5b,lifestyle,4,short,15s,651.45
wan_2_2_5b,lifestyle,4,medium,5s,80.31
wan_2_2_5b,lifestyle,4,medium,10s,188.17
wan_2_2_5b,lifestyle,4,medium,15s,321.81
wan_2_2_5b,lifestyle,4,long,5s,80.61
wan_2_2_5b,lifestyle,4,long,10s,187.88
wan_2_2_5b,lifestyle,4,long,15s,326.68
wan_2_2_5b,lifestyle,5,short,5s,80.31
wan_2_2_5b,lifestyle,5,short,10s,187.12
wan_2_2_5b,lifestyle,5,short,15s,321.07
wan_2_2_5b,lifestyle,5,medium,5s,80.08
wan_2_2_5b,lifestyle,5,medium,10s,188.44
wan_2_2_5b,lifestyle,5,medium,15s,322.08
wan_2_2_5b,lifestyle,5,long,5s,81.66
wan_2_2_5b,lifestyle,5,long,10s,185.92
wan_2_2_5b,lifestyle,5,long,15s,322.55
wan_2_2_5b,plant,1,short,5s,78.37
wan_2_2_5b,plant,1,short,10s,180.72
wan_2_2_5b,plant,1,short,15s,312.88
wan_2_2_5b,plant,1,medium,5s,78.35
wan_2_2_5b,plant,1,medium,10s,180.77
wan_2_2_5b,plant,1,medium,15s,312.21
