model,category,prompt_id,variation,length,time_seconds,subject_consistency,background_consistency,motion_smoothness,dynamic_degree,aesthetic_quality,imaging_quality,clip_score,video_path
hunyuanvideo_1_5_distilled,architecture,2,medium,5s,61.25,0.9794866681098938,0.9727396647135417,0.9786174802887234,1.0,0.6153491139411926,70.32757290926847,0.2908247113227844,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_2_medium_5s.mp4
hunyuanvideo_1_5_distilled,architecture,2,short,10s,189.15,0.9853309599061807,0.9459177652994791,0.9654602540262677,1.0,0.6331480741500854,67.85324633269884,0.26016899943351746,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_2_short_10s.mp4
hunyuanvideo_1_5_distilled,architecture,2,short,15s,378.76,0.9650172878470685,0.9591261121961806,0.969541114403234,1.0,0.3349003493785858,59.812316926232334,0.1495344638824463,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_2_short_15s.mp4
hunyuanvideo_1_5_distilled,architecture,2,short,5s,62.41,0.9858156425257524,0.9767069498697917,0.9780278023814137,1.0,0.5568168759346008,68.98719604744399,0.23694832623004913,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_2_short_5s.mp4
hunyuanvideo_1_5_distilled,architecture,3,long,10s,192.64,0.9514657597988844,0.94515380859375,0.9927931967291457,1.0,0.5774841904640198,56.9852097855564,0.25968968868255615,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_3_long_10s.mp4
hunyuanvideo_1_5_distilled,architecture,3,long,15s,390.38,0.9837797997726334,0.9744825575086805,0.9917898223577477,0.0,0.4203113913536072,52.836459490070716,0.16321197152137756,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_3_long_15s.mp4
hunyuanvideo_1_5_distilled,architecture,3,long,5s,68.84,0.9814080220957597,0.9387227376302083,0.9961293807019336,0.0,0.5533201694488525,39.31532744730799,0.28186020255088806,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_3_long_5s.mp4
hunyuanvideo_1_5_distilled,architecture,3,medium,10s,194.44,0.959546435624361,0.9452789306640625,0.9929916798249748,1.0,0.40429961681365967,61.10868325767675,0.2176705300807953,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_3_medium_10s.mp4
hunyuanvideo_1_5_distilled,architecture,3,medium,15s,384.36,0.9819409281015397,0.9687174479166667,0.9903100671131909,1.0,0.4646434783935547,46.95270683098368,0.20739221572875977,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_3_medium_15s.mp4
hunyuanvideo_1_5_distilled,architecture,3,medium,5s,59.38,0.969599652538697,0.96827392578125,0.9922893589983626,1.0,0.5319393873214722,56.42766309375605,0.22962383925914764,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_3_medium_5s.mp4
hunyuanvideo_1_5_distilled,architecture,3,short,10s,194.42,0.9635073026021321,0.9352467854817709,0.9890743522697318,1.0,0.6258898377418518,58.50939836937362,0.23178333044052124,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_3_short_10s.mp4
hunyuanvideo_1_5_distilled,architecture,3,short,15s,383.95,0.9590153151916133,0.9669711642795139,0.9659678476666516,1.0,0.38663437962532043,56.40729255359258,0.16494089365005493,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_3_short_15s.mp4
hunyuanvideo_1_5_distilled,architecture,3,short,5s,68.23,0.9754919889072577,0.9363789876302083,0.9875043368954597,1.0,0.7223635911941528,62.73773350991493,0.2922014594078064,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_3_short_5s.mp4
hunyuanvideo_1_5_distilled,architecture,4,long,10s,194.28,0.9928912567595641,0.9829091389973958,0.9973688498820334,0.0,0.5596773028373718,44.40157356103921,0.2643413543701172,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_4_long_10s.mp4
hunyuanvideo_1_5_distilled,architecture,4,long,15s,385.54,0.9924775621957249,0.97445068359375,0.9975061374888275,0.0,0.49814483523368835,52.649412065331624,0.28893595933914185,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_4_long_15s.mp4
hunyuanvideo_1_5_distilled,architecture,4,long,5s,69.67,0.9790512800216675,0.9760355631510417,0.9971099812532296,0.0,0.5681849122047424,62.86850514687782,0.2832241952419281,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_4_long_5s.mp4
hunyuanvideo_1_5_distilled,architecture,4,medium,10s,190.53,0.9951257975151141,0.9945180257161458,0.9976928610286262,0.0,0.44986870884895325,36.22434150727458,0.2393031269311905,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_4_medium_10s.mp4
hunyuanvideo_1_5_distilled,architecture,4,medium,15s,382.33,0.9946707187427415,0.9944112141927083,0.9977046606996758,0.0,0.3803410828113556,45.63513878904221,0.16505178809165955,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_4_medium_15s.mp4
hunyuanvideo_1_5_distilled,architecture,4,medium,5s,61.47,0.9796503310402235,0.95628662109375,0.9972810040727473,0.0,0.4179629683494568,43.863167518426565,0.2740405797958374,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_4_medium_5s.mp4
hunyuanvideo_1_5_distilled,architecture,4,short,10s,195.77,0.9930868363628785,0.9904337565104167,0.9976853118584507,0.0,0.43056556582450867,39.710451118184324,0.24510903656482697,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_4_short_10s.mp4
hunyuanvideo_1_5_distilled,architecture,4,short,15s,383.35,0.9938187869058714,0.9909749348958333,0.9977585060024871,0.0,0.39773988723754883,33.14175173054111,0.2374834418296814,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_4_short_15s.mp4
hunyuanvideo_1_5_distilled,architecture,4,short,5s,62.13,0.9980206673343976,0.990234375,0.9975295694243687,0.0,0.6047292351722717,27.675123797960516,0.3280288577079773,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_4_short_5s.mp4
hunyuanvideo_1_5_distilled,architecture,5,long,10s,190.67,0.9715133645882209,0.969317626953125,0.9885045488358716,1.0,0.5282663106918335,64.79445421844103,0.2513332664966583,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_5_long_10s.mp4
hunyuanvideo_1_5_distilled,architecture,5,long,15s,381.27,0.986251070515977,0.9808946397569445,0.9856950220207088,1.0,0.41626212000846863,63.59978542169375,0.22466731071472168,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_5_long_15s.mp4
hunyuanvideo_1_5_distilled,architecture,5,long,5s,70.94,0.9635968034466108,0.9482645670572917,0.9895301321438921,1.0,0.5329746007919312,57.66057715928259,0.24589863419532776,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_5_long_5s.mp4
hunyuanvideo_1_5_distilled,architecture,5,medium,10s,191.49,0.9724288426339627,0.9759623209635416,0.9874080369822653,1.0,0.6099421977996826,58.671390359332456,0.23318997025489807,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_5_medium_10s.mp4
hunyuanvideo_1_5_distilled,architecture,5,medium,15s,382.9,0.9797037398649586,0.9794040256076388,0.981378455056049,1.0,0.37195634841918945,60.715105579830606,0.15919217467308044,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_5_medium_15s.mp4
hunyuanvideo_1_5_distilled,architecture,5,medium,5s,61.33,0.9534259517987569,0.9379130045572917,0.9852422960614979,1.0,0.5874895453453064,71.876740384693,0.2743556797504425,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_5_medium_5s.mp4
hunyuanvideo_1_5_distilled,architecture,5,short,10s,194.07,0.9606926082322995,0.9278228759765625,0.9835282054773477,1.0,0.5220099091529846,69.94798883461853,0.2762565314769745,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_5_short_10s.mp4
hunyuanvideo_1_5_distilled,architecture,5,short,15s,385.03,0.9737143979304367,0.9565633138020834,0.9781824158668393,1.0,0.4439294636249542,51.49868633872584,0.162824809551239,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_5_short_15s.mp4
hunyuanvideo_1_5_distilled,architecture,5,short,5s,53.61,0.9732366623977821,0.9530314127604167,0.9838328329684795,1.0,0.5182947516441345,70.31843655168518,0.2496471405029297,/workspace/videos/hunyuanvideo_1_5_distilled/architecture/hunyuanvideo_1_5_distilled_architecture_5_short_5s.mp4
hunyuanvideo_1_5_distilled,food,1,long,10s,193.65,0.9511783429731925,0.9770589192708333,0.9977794380867776,0.0,0.40383127331733704,52.340099920375714,0.16506987810134888,/workspace/videos/hunyuanvideo_1_5_distilled/food/hunyuanvideo_1_5_distilled_food_1_long_10s.mp4
